transcriptID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	V2	uniprot_accession_ID	gene	V5	V6	V7	V8	V9	V10	V11	V12	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203
g4680.t1	26.6312897399566	1.44107774922412	0.377086603395047	3.82160950892866	0.000132583514687049	0.000906419419543444	sp|F1QFR9|PSM4A_DANRE	58.791	182	74	1	4	549	398	578	6.34e-63	214	54	26	41	24	23	31	24	11	12	11	30	19
g9015.t1	13.9148549878278	-1.91202837211345	0.58647916121544	-3.26018126228202	0.00111341032626238	0.00546243402360746	sp|Q8BGC3|MOT12_MOUSE	25.307	407	282	7	22	1194	17	417	2.13e-26	114	4	10	10	3	1	4	24	30	13	15	53	24
g25.t1	65.1779639949843	-1.72460715529254	0.440797541924064	-3.91246999192577	9.13568932406228e-05	0.000655466460114105	sp|E1BD59|TRI56_BOVIN	23.784	370	244	10	28	1077	9	360	5.17e-25	114	15	35	27	55	11	14	250	54	83	175	126	90
g13203.t1	57.5042769686162	-1.89014571454844	0.476726431070241	-3.96484354833253	7.34441013096337e-05	0.000546366072812549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	33	42	8	15	15	156	128	31	89	144	128
g7956.t1	2122.67524352375	3.15807735645509	0.889367828155713	3.55092376458457	0.000383881594080535	0.00221919150047147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3562	96	1269	5168	3065	4119	286	326	2110	101	159	232
g3306.t1	48.8126467370577	1.34170800236123	0.478114100418432	2.80625064432737	0.00501216885301444	0.0188872721597426	sp|Q9QXE4|T53I1_MOUSE	39.091	110	42	2	127	381	28	137	2.88e-15	75.9	44	52	144	24	39	55	75	63	18	23	30	13
g12255.t1	62.6539603477994	1.61130325438094	0.601155214133956	2.68034480363318	0.00735463595390153	0.0258961219543662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128	65	42	210	32	13	47	22	20	96	37	18
g20950.t2	11.7920347189191	-1.77944206438007	0.685415287297737	-2.59615170154076	0.00942744317995933	0.0316240084741483	sp|Q8NHV4|NEDD1_HUMAN	39.909	441	196	8	1	1143	1	432	2.78e-96	314	16	12	5	4	0	0	17	27	20	32	21	11
g241.t1	20.5403136102319	-2.95986034148088	1.0520305531734	-2.81347374613085	0.00490093879945627	0.0185312469049366	sp|Q9HC10|OTOF_HUMAN	56.576	403	171	3	151	1347	236	638	9.54e-136	475	13	12	0	4	1	0	112	23	2	18	13	116
g4362.t1	34.8736598578745	-1.8934455385339	0.3925066806557	-4.82398295838129	1.40719445986804e-06	1.81891513196065e-05	sp|O14618|CCS_HUMAN	54.864	257	114	1	7	777	10	264	4.22e-97	289	10	24	15	14	1	16	105	78	56	78	39	62
g10279.t1	5300.66767944854	7.15500562478999	0.642285082246873	11.1399218548872	8.01896795165241e-29	4.48603978552441e-26	sp|P51049|MR1BB_DANRE	27.01	311	175	10	139	1032	43	314	3.03e-08	58.5	8678	1980	2434	4728	15033	10734	99	99	69	15	87	65
g5610.t1	20.5231365391355	-1.55511327625845	0.524039548872927	-2.96754945233255	0.00300183989579432	0.0123094828232131	sp|Q29RP9|GATA_BOVIN	60.714	168	66	0	1	504	338	505	1.59e-70	225	3	8	15	3	6	17	70	32	14	44	32	43
g12491.t1	69.6371139159358	1.36029875467981	0.436185718363079	3.11862286501436	0.00181698368193774	0.00819547120302716	sp|P0CJ79|ZN888_HUMAN	30.233	215	126	7	157	774	328	527	1.01e-16	88.2	85	62	60	54	130	58	56	30	35	32	38	85
g16655.t1	1487.05996887718	0.980035319000855	0.394482761759858	2.48435524692826	0.0129786261806395	0.0409213366532886	sp|Q501J6|DDX17_MOUSE	73.536	461	119	2	172	1545	29	489	0	710	1792	1390	1244	1831	1733	1496	1691	1028	1482	1591	337	1177
g9831.t1	39.8563797178319	1.19784120461191	0.336854609819068	3.55595906867743	0.000376602712810041	0.00218420649194923	sp|Q10943|ARF12_CAEEL	84.746	177	27	0	7	537	4	180	7.62e-111	316	98	64	37	29	29	38	37	31	39	30	14	28
g20451.t1	938.168571867584	1.08169753613502	0.416480018673428	2.59723753274033	0.00939769111567267	0.0315566441510669	sp|O88387|FGD4_RAT	41.603	524	280	14	970	2502	225	735	1.75e-116	375	914	584	728	1096	1616	843	1045	644	742	722	650	375
g18013.t1	8.80062213436749	-2.26678635496573	0.574133077852535	-3.94818978806155	7.87443684467812e-05	0.00058006573897215	sp|Q3UMC0|AFG2A_MOUSE	61.473	584	214	4	1117	2847	314	893	0	737	2	4	2	3	0	5	37	17	12	21	16	11
g13663.t1	64.0964748644556	-1.01186446457926	0.228140323230888	-4.4352723369959	9.19559656250939e-06	9.19559656250939e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	49	40	43	16	27	129	127	98	99	79	103
g24120.t1	73.2408011105988	-1.66831790726724	0.271176315934753	-6.15215197358405	7.64385767917407e-10	2.32401759873025e-08	sp|Q8WX92|NELFB_HUMAN	55.615	374	158	4	1	1098	207	580	5.9e-122	367	30	46	31	26	12	38	197	112	109	130	179	107
g20561.t1	163.778926372086	2.44743895841615	0.956982689184012	2.55745374088533	0.0105441581119059	0.0346226087256612	sp|B8NCQ5|APRA_ASPFN	31.353	303	125	17	1	777	1	264	1.56e-13	72.4	535	909	263	0	4	111	13	86	28	28	20	43
g21675.t1	397.58700459297	2.01246633945522	0.307130613157664	6.55247719777816	5.6590362046499e-11	2.18117970250089e-09	sp|P92208|JNK_DROME	76.816	358	81	1	118	1191	7	362	0	585	597	398	396	364	664	548	251	158	153	227	168	176
g19029.t1	81.5072228288378	1.69650164008295	0.387282209694131	4.38053077992613	1.18390566705366e-05	0.000115213086286833	sp|Q8VE22|RT23_MOUSE	46.512	86	38	3	13	252	4	87	5.78e-18	79.7	185	146	78	60	108	47	65	47	58	32	43	40
g16825.t1	184.962235380208	-1.36473616922993	0.273534927074507	-4.98925743716155	6.06118284420718e-07	8.74561238685163e-06	sp|Q8K4Q0|RPTOR_MOUSE	47.518	564	273	12	280	1950	788	1335	9.55e-165	509	91	80	116	145	42	63	397	367	326	367	239	276
g3245.t1	57.6118753812318	2.87212983086107	0.548141277726326	5.23976198759302	1.60783834766626e-07	2.71392024545735e-06	sp|Q5SZI1|LRAD2_HUMAN	29.897	194	120	8	1	567	31	213	3.14e-12	69.7	141	56	45	21	125	73	18	9	13	23	29	10
g23499.t1	784.541419169384	-1.08476899225995	0.33806108273257	-3.20879582911968	0.00133292107773164	0.00635930670126353	sp|Q61001|LAMA5_MOUSE	34.302	172	90	6	127	606	593	753	1.97e-15	81.6	365	309	463	561	485	247	2251	1300	1010	1092	1313	1019
g4738.t1	64.9492380421423	2.05919593736194	0.492371372730872	4.18220077650105	2.88700843411444e-05	0.000248162325732431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83	62	112	25	90	129	42	25	32	12	46	24
g5967.t1	100.904475896518	3.79701715284256	1.13536779763013	3.34430583707601	0.000824887472123245	0.00425706291622908	sp|Q5M8Z0|BHMT1_XENTR	30.841	214	123	6	31	651	94	289	4.22e-21	89.4	21	113	443	5	3	417	1	13	62	1	7	18
g7521.t2	52.1237189502687	0.926351224385818	0.353457933540601	2.6208245352043	0.00877173962227774	0.0298592944722181	sp|P43353|AL3B1_HUMAN	59.69	258	104	0	1	774	197	454	1.63e-106	321	42	74	84	83	26	46	39	40	47	38	66	30
g17438.t1	327.018574696879	1.12952678402481	0.458288751755442	2.46466180917214	0.0137142625666518	0.0427247829840957	sp|Q8IWB9|TEX2_HUMAN	33.158	380	175	9	1408	2334	548	919	6.77e-46	181	195	237	285	288	631	310	314	122	104	223	538	134
g15588.t1	176.700641732865	1.2747298221719	0.37140261593436	3.43220474892184	0.000598695376163246	0.00323645926705587	sp|Q9VBW3|CAD96_DROME	49.084	273	130	5	898	1710	508	773	1.38e-81	274	308	73	124	373	192	149	146	77	95	163	124	131
g9560.t1	30.5058610525415	1.32382739233486	0.450832003459981	2.93640953209829	0.00332035653558298	0.0133359140444543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	53	18	24	34	38	11	27	17	16	34	18
g6532.t1	4339.34444374981	0.935747527017242	0.208465469636124	4.48874112653088	7.16452974548194e-06	7.40662578756792e-05	sp|P62282|RS11_RAT	81.132	159	25	5	1	465	1	158	1.59e-87	255	4820	6524	3927	3998	3877	5117	3851	2908	3188	3832	3506	4484
g21710.t1	623.713546896133	1.16310343323238	0.483651582720179	2.40483743832863	0.0161796612355986	0.0490272293525782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	893	377	325	268	1250	695	442	498	323	547	381	440
g23158.t1	13.8316756080751	3.6951009849011	0.781851827667768	4.72608856837163	2.28885848188638e-06	2.7818652436583e-05	sp|Q5Y4N8|AGRE1_RAT	26.182	275	172	10	1279	2079	659	910	3.92e-14	80.1	66	51	29	1	2	9	10	3	1	2	0	0
g5622.t1	158.862985751536	-3.13853830192248	0.428957948396226	-7.31665729392998	2.54223996173576e-13	1.5458713804592e-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34	44	44	19	21	10	952	343	153	387	332	136
g14085.t1	57.3121676413496	-1.97034688427933	0.430617240972009	-4.57563398955363	4.74779978310583e-06	5.23139672218414e-05	sp|Q68F70|INT4_XENLA	43.627	557	292	8	1	1629	421	969	2.94e-144	443	33	37	28	25	6	4	148	95	84	92	170	84
g22744.t1	1.56273899230506	4.3682426416764	1.44465235822823	3.02373274566467	0.00249676894051916	0.0106114034849935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	3	1	1	6	0	0	0	0	0	0
g5505.t1	505.66409673924	2.77673510178818	0.459697341691078	6.04035492477174	1.53775592428972e-09	4.2890685181756e-08	sp|A0A0R4IGV4|JAM2A_DANRE	26.22	164	110	6	85	573	25	178	2.12e-06	53.1	305	251	420	842	1151	833	115	94	97	54	143	235
g18127.t1	24.6310555456754	-1.51420051792339	0.548010014515203	-2.76308913672486	0.00572571276193107	0.021077167865879	sp|Q4L235|ACSF4_HUMAN	45.26	327	140	6	1552	2505	735	1031	2.37e-75	272	10	21	19	6	5	9	77	62	7	66	20	49
g19273.t1	570.545028144477	1.54338020182033	0.332450362953119	4.64243801122866	3.44321958580322e-06	3.96111865393813e-05	sp|Q9TR36|PIPNB_BOVIN	61.029	272	94	5	1	798	1	266	2.08e-112	327	822	451	647	752	678	754	419	325	514	273	293	261
g22226.t1	577.86487200269	4.83532124592451	0.635771810408675	7.60543510542936	2.83946957184702e-14	2.03651334127343e-12	sp|Q9QYP1|LRP4_RAT	33.04	681	428	9	16	1995	371	1044	1.63e-109	379	1790	246	483	116	829	1931	81	67	36	32	32	41
g16185.t1	179.512320336182	-2.72230574443602	0.951881438049228	-2.85992103177794	0.00423746510858271	0.0164361265503268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89	34	315	6	2	18	628	724	66	29	15	684
g13854.t1	76.9692145880632	-2.00596118041491	0.427220116648847	-4.69538091078165	2.66110368492132e-06	3.17903661688587e-05	sp|Q9R1X5|MRP5_MOUSE	35.294	204	132	0	151	762	87	290	5.89e-28	118	21	53	35	18	20	13	366	91	61	180	145	134
g674.t1	5560.85786854095	1.6266451914861	0.361944793312133	4.49418038756899	6.98384095034014e-06	7.24661398026814e-05	sp|P09324|YES_CHICK	67.778	360	114	2	1	1080	179	536	0	520	7896	3708	4417	8791	7803	7142	3629	3491	3712	2501	2836	2494
g10465.t1	55.7507836916803	-1.02346310029377	0.386794932131773	-2.64600959131775	0.00814475070818296	0.0281160470497571	sp|Q8N184|ZN567_HUMAN	44.242	165	82	4	1576	2058	395	553	2.48e-31	134	37	46	82	15	7	28	168	93	81	95	36	91
g23490.t1	454.587737481037	4.91199106359275	0.963604268803765	5.09751899469124	3.44133894543334e-07	5.28067527833737e-06	sp|Q9JHA8|VWA7_MOUSE	28.667	300	166	11	55	921	26	288	3.31e-22	100	360	2230	777	16	20	1509	7	114	36	5	20	35
g12040.t1	1177.29580889258	-1.00656009332974	0.356865936196722	-2.82055525965044	0.00479406157697912	0.0182090641468965	sp|P51913|ENOA_CHICK	77.546	432	96	1	1	1296	1	431	0	702	660	840	912	1192	158	429	2488	2445	1987	1385	1686	1652
g961.t1	9.95842377462556	-2.06204419787572	0.607002293139104	-3.39709457638436	0.000681054241278772	0.00362070107093086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4	2	5	1	4	23	25	10	28	29	5
g20815.t1	255.921975210414	-1.18700208695652	0.280281147759432	-4.23504076690644	2.28510246223571e-05	0.000204116360449705	sp|Q9UKG1|DP13A_HUMAN	40.262	688	357	16	1	2058	1	636	1.81e-154	471	112	133	182	203	48	139	610	440	429	486	404	288
g12015.t1	3212.09957767684	4.50952358874257	1.17292489077634	3.84468231870993	0.00012070871251824	0.000833971979924889	sp|A1KXI1|BLOT3_BLOTA	41.509	159	78	5	220	678	111	260	5.01e-27	107	209	2972	10338	18	84	18194	18	128	689	96	377	429
g16688.t1	3.78676232485179	3.87423123866132	1.37118888833547	2.82545407975437	0.00472136548747212	0.0180027918684916	sp|B6VQA1|DIMM_DROME	71.429	70	20	0	253	462	144	213	2.31e-25	104	10	11	17	0	0	5	1	0	0	0	0	2
g18892.t1	314.082744838987	1.01280307655835	0.371841416421686	2.72375004996695	0.00645453346522674	0.0232743582410939	sp|Q7SXP4|SRS1A_DANRE	72.396	192	53	0	52	627	13	204	1.21e-72	226	316	234	310	465	380	291	300	245	369	222	166	177
g10985.t2	401.55157288371	0.877661150372574	0.329338706788907	2.66491952594907	0.00770067480482626	0.026857184828585	sp|Q5XIC8|ALKB3_RAT	46.512	258	133	3	1003	1776	39	291	1e-67	227	469	531	527	170	422	438	530	209	307	423	316	349
g7806.t1	71.5443046537407	3.52246581197903	0.851918896299671	4.13474313960982	3.55351859414567e-05	0.000295447533220264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124	78	40	23	187	92	38	33	36	1	1	9
g1269.t1	30.8530713906069	-3.16580803215087	0.963624305359524	-3.28531359632914	0.00101868922148714	0.0050817668679537	sp|Q8WPD0|LECG_PATPE	39.865	148	78	4	64	501	30	168	1.75e-28	106	5	21	4	1	1	1	229	6	182	16	0	21
g5220.t1	100.065631622373	-2.97672972615864	0.560365939793039	-5.31211751959451	1.08358684397076e-07	1.9252840657847e-06	sp|P18503|CAS4_EPHMU	30	150	81	5	79	525	184	310	1.1e-08	57.4	17	9	33	30	20	1	273	141	201	194	338	158
g13104.t1	25.0459718470687	-1.3999321545495	0.551883453511679	-2.53664454993462	0.0111920527044232	0.036275515966331	sp|P21328|RTJK_DROME	23.095	433	279	11	2722	3951	441	842	4.84e-16	88.2	10	12	8	8	21	4	29	66	39	38	28	54
g2935.t1	75.0347807354371	1.59991264718097	0.413695856132156	3.86736445015265	0.000110017945362728	0.000768922795401092	sp|Q59I64|YLAT2_DANRE	55.072	138	61	1	154	564	1	138	5.74e-35	131	171	90	70	82	101	42	48	32	64	38	55	32
g22168.t1	1596.56843464386	4.24401500830364	0.614065309408002	6.9113414213142	4.80092014690661e-12	2.24348488010576e-10	sp|Q3T0P5|CASP6_BOVIN	51.362	257	121	3	280	1041	36	291	8.72e-85	261	3629	726	831	688	5254	1289	208	137	163	155	184	199
g19376.t2	307.090247590878	1.85918459359425	0.485517005523456	3.82928831007635	0.000128514376711421	0.000881061448182644	sp|O95153|RIMB1_HUMAN	34.282	808	425	18	193	2508	341	1078	5.68e-115	404	485	202	273	136	579	507	313	137	103	156	173	85
g11631.t1	354.546120604761	0.866440895968833	0.231236507884551	3.74699005747579	0.00017896917695682	0.00117354872230896	sp|Q99N34|DFFB_RAT	38.024	334	186	8	7	984	4	324	2.17e-67	218	538	398	262	411	312	367	396	276	291	283	349	244
g4970.t1	8.89354700218515	-1.2398083178678	0.515966696865578	-2.40288438265388	0.0162663293638032	0.0491883751263731	sp|Q5EAR5|TRPT1_DANRE	52.688	186	86	2	43	594	21	206	1.19e-66	207	7	9	9	5	1	0	21	18	15	10	14	14
g18244.t1	109.975492882432	3.68187612453644	0.535856501786464	6.87101138506602	6.37483053417472e-12	2.88266008912566e-10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	59	103	141	260	186	8	10	4	7	64	27
g16951.t1	124.257065205072	-2.54904513105047	0.389593867032	-6.54282663756896	6.0366795799748e-11	2.30855832374817e-09	sp|P80404|GABT_HUMAN	57.422	256	105	3	121	885	27	279	3.61e-106	321	17	31	80	19	16	29	358	342	199	288	242	160
g20181.t1	699.796230937345	2.35473547230873	0.411790702907967	5.71828226251868	1.07606288423792e-08	2.47582976185411e-07	sp|Q1RMT8|IRAK4_BOVIN	40.535	486	250	12	22	1476	4	451	5.78e-83	268	1147	577	518	948	1382	744	273	208	313	270	152	332
g1549.t1	63.7094487872447	-2.2038887309315	0.299956228360079	-7.34736779089605	2.02148077765852e-13	1.25255043122006e-11	sp|O35870|FANCC_RAT	23.899	477	332	13	19	1407	13	472	5.52e-21	100	19	29	31	27	6	10	175	133	97	125	130	122
g8715.t1	79.6291763937146	-2.39845901063181	0.364670776530145	-6.57705296117564	4.79863892778599e-11	1.88291282978055e-09	sp|Q9LJN4|BXL5_ARATH	32.794	741	404	23	10	2028	5	719	2.81e-103	337	24	20	24	33	16	12	303	184	100	122	95	217
g22096.t1	19.5835692822643	-3.15506006152282	0.510727600068894	-6.17757893072005	6.50920358101811e-10	2.02301914470372e-08	sp|Q94B65|UTR7_ARATH	34.483	319	203	4	22	972	2	316	3.08e-34	131	4	6	5	2	2	2	65	26	43	22	50	55
g18317.t1	30.1198958081973	-1.167517109846	0.437069115990039	-2.67124138295923	0.0075571280994356	0.026432398747222	sp|Q0VFH6|RM22_XENTR	56.742	178	75	2	280	810	28	204	1.11e-67	211	14	26	14	27	2	16	74	26	51	79	35	51
g18459.t1	76.306944532943	0.978746829419791	0.373954564292783	2.61728809560269	0.00886315003958125	0.0301076470810203	sp|Q64446|ATP7B_MOUSE	55.932	295	119	3	1	852	1166	1460	1.95e-82	273	184	55	85	52	75	64	90	71	56	54	77	35
g14199.t1	50.5438841767214	-2.15239683426686	0.586795077876298	-3.66805536620505	0.000244402267386101	0.00152839233325451	sp|O62763|ACES_FELCA	42.978	591	293	12	277	1965	35	609	8.14e-146	440	42	18	42	6	0	15	248	118	45	93	30	108
g1147.t2	81.4735033555958	2.47375543648981	0.609481492130333	4.05878680227557	4.93283232585825e-05	0.000391190186068467	sp|Q8C1A5|THOP1_MOUSE	63.567	656	239	0	25	1992	22	677	0	871	266	187	113	72	66	49	53	29	55	15	39	0
g9833.t1	70.4074100913109	-0.97345343589436	0.248398311703724	-3.91892130513126	8.89461471447234e-05	0.000640516940453727	sp|Q9JHI9|S40A1_MOUSE	36.953	617	312	7	106	1953	7	547	2.82e-112	353	35	53	68	41	16	38	148	118	86	133	105	107
g22431.t1	4.74119897954579	2.75000291136782	1.1149479616045	2.46648543794847	0.0136446276350185	0.0425416893461246	sp|Q5Y4N8|AGRE1_RAT	25.94	266	159	6	1933	2697	650	888	5.81e-16	87	7	14	22	1	0	6	5	0	1	3	0	0
g849.t1	219.270583803714	-3.29259140861874	0.651607046634983	-5.05303223103906	4.34850480343735e-07	6.53443776295498e-06	sp|Q9WTS8|FCN1_RAT	53.797	158	71	2	526	996	123	279	6.19e-50	172	31	37	25	28	36	38	296	645	216	26	1126	471
g8045.t1	488.938920394014	-1.85350470520298	0.768919607010064	-2.41053120287869	0.015929308679304	0.0484235155939717	sp|Q8BM13|NOE2_MOUSE	22.718	515	274	17	142	1638	32	438	2.03e-29	124	99	323	84	591	31	9	1482	730	469	277	1837	879
g14227.t1	212.966468921546	1.58566662818336	0.25438475461916	6.23333984993425	4.56594119804317e-10	1.46799882853342e-08	sp|A0A286QZ36|RAC1_STIJA	62.105	190	71	1	67	636	4	192	9.86e-86	254	314	368	222	163	223	304	164	120	128	133	115	124
g14053.t1	24.5508448012203	-0.84219676492597	0.337755106246959	-2.49351304939317	0.0126485934853445	0.0401003012375399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	17	17	24	9	10	45	23	30	35	49	50
g5808.t1	30.0152477320785	1.47953476684601	0.407397931271214	3.63166980801641	0.000281593273716706	0.00171389424307756	sp|P42322|CANB1_NAEGR	27.933	179	127	1	1	537	1	177	2.43e-17	78.6	33	26	32	37	48	29	21	18	19	23	8	22
g1912.t1	1105.27019320645	2.13565406094841	0.665615325133696	3.208541000043	0.00133410286178701	0.00636339440530808	sp|P49908|SEPP1_HUMAN	37.654	162	81	3	148	573	16	177	7.67e-28	115	446	688	3425	216	353	4084	573	282	341	556	666	665
g23003.t2	286.714788160295	-0.829320880285806	0.314174149239967	-2.6396852901235	0.00829830468532341	0.0285655424997595	sp|Q01813|PFKAP_HUMAN	63.276	757	270	2	157	2427	20	768	0	979	253	202	277	159	97	108	534	415	650	312	565	203
g4443.t1	48.7523349352278	2.8997419200658	1.0674980049014	2.71639095038274	0.00659979331244481	0.023693427403313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	222	103	1	1	116	33	12	0	4	6	29
g11669.t1	13.0681421292079	2.51063725925331	0.616214897718178	4.07428848044751	4.61552405605925e-05	0.000369831241237937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	16	20	12	24	15	8	3	2	6	0	10
g6088.t1	46.1063139092598	0.812003615018438	0.337830104106916	2.40358572296285	0.0162351600955623	0.0491457148335007	sp|Q64331|MYO6_MOUSE	65.113	622	216	1	4	1869	1	621	0	853	49	40	40	42	62	43	57	37	25	40	29	54
g163.t1	17.6716361354692	-1.43064828684065	0.57639512038639	-2.48206175979006	0.0130624633326092	0.0411094108816404	sp|A6QLU6|AGRD1_BOVIN	39.683	315	176	8	322	1242	542	850	1.16e-56	204	18	6	1	4	3	18	42	33	36	29	26	25
g3234.t1	271.989999111064	1.45077592945013	0.329391990118411	4.40440561086077	1.06074312955494e-05	0.000104473593947112	sp|P70665|SIAE_MOUSE	40.951	547	270	13	28	1572	11	536	4.89e-129	390	566	247	325	173	230	483	260	144	143	131	229	175
g19989.t1	79.8055967490563	-1.57221032205129	0.405550261868292	-3.87673358860236	0.000105868168998681	0.000745647032012292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37	36	64	20	29	171	146	145	72	226	102
g12331.t1	1148.3408510299	1.71231823347772	0.326645066444667	5.24213713715398	1.58727326193389e-07	2.68383510092103e-06	sp|Q5ZIJ9|MIB2_CHICK	32.716	810	424	18	1	2130	9	797	1.63e-120	387	821	1309	1414	2088	1063	1940	823	557	396	1284	387	446
g4549.t1	104.674897137828	1.54724570918098	0.549038605229149	2.81810002874974	0.00483087572760088	0.018324011380555	sp|Q8R0M8|MOT5_MOUSE	22.199	473	349	5	181	1551	19	488	2.15e-22	104	104	135	378	39	25	171	180	71	84	14	28	63
g14045.t1	410.422481494487	1.67801502087522	0.315644460948836	5.31615544854189	1.05982617991976e-07	1.88992683085873e-06	sp|Q5XJ85|MYD88_DANRE	32.558	129	75	5	1456	1824	138	260	1.47e-08	60.1	674	284	382	352	555	721	242	174	187	225	312	242
g2958.t1	7.74921372688141	-2.03477921521482	0.6408980850867	-3.17488733788237	0.00149894686895441	0.0069896117394921	sp|O96530|HYAL_LYTVA	40.244	164	85	4	4	459	187	349	1.2e-19	91.7	0	2	3	5	0	5	9	7	10	15	22	26
g13368.t1	35.4915642901725	-0.88545684932878	0.283609898132289	-3.12209431038885	0.00179569404348083	0.00811439865482451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	22	29	27	8	14	60	61	53	58	58	49
g7755.t1	705.557621911718	2.2051505329092	0.237426562491193	9.28771620905307	1.57634234960598e-20	2.80588938229864e-18	sp|Q6GP15|MED25_XENLA	50.943	212	95	3	25	636	12	222	3.14e-63	235	1542	1232	1031	739	725	712	414	337	290	252	199	374
g17930.t1	74.8022162471034	1.57641784127849	0.370639108880148	4.25324204464414	2.1069762074771e-05	0.000190640453523113	sp|O95164|UBL3_HUMAN	72.072	111	30	1	28	360	8	117	1.2e-55	172	134	108	123	48	57	112	119	30	43	46	17	46
g22621.t1	6712.28268549953	0.638746610830009	0.212788627640398	3.00178923052909	0.00268397936231511	0.0112652338508317	sp|Q58DT1|RL7_BOVIN	63.673	245	89	0	4	738	4	248	2.5e-103	303	7072	7573	5082	6452	6764	6702	6870	5648	5411	7596	5870	6645
g14810.t1	84.3939230791111	-1.50418491290689	0.41560118229899	-3.61929892640382	0.000295402243545714	0.00178352634246842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48	51	73	37	20	10	318	166	144	191	38	116
g2506.t1	42.0068478017686	2.84060545892854	0.873243470383051	3.25293638632362	0.00114219064278372	0.00558264922259243	sp|P00491|PNPH_HUMAN	49.286	280	139	2	43	879	5	282	2.53e-99	296	44	85	84	5	3	171	22	8	1	7	8	36
g8881.t1	20.4988758103593	3.41498757604514	1.06277722048645	3.21326756936137	0.0013123396923343	0.00627334257224258	sp|P63240|NEC1_MUSCO	49.571	583	282	9	112	1854	27	599	2.77e-166	496	34	122	31	0	0	37	1	6	6	1	5	2
g22482.t1	110.972280765041	-1.78123358558098	0.38790514658756	-4.59193078836585	4.39164022112602e-06	4.89682890259951e-05	sp|Q6Y1H2|HACD2_HUMAN	58.108	222	93	0	52	717	31	252	1.08e-95	283	26	44	90	59	16	24	327	277	251	208	97	145
g743.t1	59.5509244998714	-3.28328105533735	0.918458867405003	-3.57477201413916	0.000350533210679296	0.00206171230552737	sp|B3EWZ5|MLRP1_ACRMI	28.689	122	74	5	19	360	3178	3294	7.37e-06	53.1	27	15	44	7	0	1	145	47	144	402	8	46
g6550.t1	81.6913167910672	1.47917368251734	0.304254030393355	4.86164038847731	1.16416971934034e-06	1.54643440330283e-05	sp|A3KQS4|MINY1_DANRE	53.571	308	138	1	190	1098	149	456	4.11e-111	340	135	112	119	67	95	72	80	54	40	52	30	67
g8584.t1	123.379257041749	1.03866761367779	0.285310793292805	3.64047781610504	0.000272132554898033	0.00166797722103177	sp|Q3U481|MFS12_MOUSE	48.24	483	226	8	1	1404	1	474	8.42e-146	430	270	119	176	116	94	95	115	104	103	87	121	62
g1681.t1	37.8665279696933	2.43971117482912	0.683976174915155	3.56695344707256	0.000361155609147467	0.0021110276715068	sp|O73791|TIE2_DANRE	34.471	293	154	10	274	1134	83	343	2.65e-35	145	73	132	58	11	3	88	19	26	9	9	20	3
g22741.t1	63.1915921708268	-1.50328661736993	0.559217673124145	-2.68819583074264	0.0071839251942198	0.0253947021669658	sp|Q9H2Y9|SO5A1_HUMAN	28.267	658	381	14	28	1773	130	772	1.11e-60	220	34	23	39	41	5	34	279	46	55	49	64	239
g4842.t1	25.7109647323809	-1.34032777845553	0.427690400353964	-3.13387388949168	0.00172514981300483	0.00786276381253133	sp|Q8K2P6|RFESD_MOUSE	46.043	139	75	0	55	471	18	156	1.19e-42	144	15	12	19	10	12	4	39	52	22	45	64	46
g18854.t1	15.7332304496036	4.74777856288432	1.01905590377896	4.65899716127265	3.17753584099225e-06	3.69569494982188e-05	sp|Q66RP5|FABP_TYRPU	33.824	136	83	3	10	414	2	131	4.83e-18	77.8	15	12	28	5	27	51	2	0	0	0	7	0
g14117.t2	194.663188508359	-1.71487082751036	0.336198047155967	-5.10077569461553	3.38264257366801e-07	5.20283908817123e-06	sp|F1P065|FARP1_CHICK	52.39	544	222	5	49	1602	500	1032	0	578	85	71	103	86	75	30	674	335	295	380	227	373
